District,Year,soil_moisture,clay_0-30cm_mean_(%),sand_0-30cm_mean_(%),silt_0-30cm_mean_(%),soc_0-30cm_mean_(g/kg),bdod_0-30cm_mean_(g/cm³),cec_0-30cm_mean_(meq/100g),phh2o_0-30cm_mean_(pH),nitrogen_0-30cm_mean_(mg/kg),All Sky Longwave Down (W/m²),Cloud Coverage (%),Surface Pressure (kPa),Relative Humidity (%),Average Temperature (°C),Max Temperature (°C),Min Temperature (°C),Monthly Rainfall (mm),Area('000 acres),Yield(tonnes_per_acre),UREA,NP,MAP,SSP,SOP,MOP,AS,NPKs,25th_Percentile-(May),75th_Percentile-(May),IQR-(May),Kurtosis-(May),Max_NDVI-(May),Mean_NDVI-(May),Median_NDVI-(May),Skewness-(May),Std_NDVI-(May),Variance-(May)
multan,2015,0.125535532,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,30.06714286,34.04285714,99.89857143,34.05285714,22.00857143,35.47857143,10.21857143,12.58,472.0,1.222457627,585.8,371.5777777777778,315.54037267080747,248.48128342245988,253.0,635.3321734381334,225.0397350993377,411.93,0.1913,0.2848,0.0934,0.8474,0.6369,0.2417,0.233,0.582,0.0745,0.0056
muzaffargarh,2015,0.09397826,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,30.06714286,34.04285714,99.89857143,34.05285714,22.00857143,35.47857143,10.21857143,12.58,774.0,1.130490956,585.8,371.5777777777778,315.54037267080747,270.0,53.0,635.3321734381334,225.0397350993377,638.0,0.1741,0.277,0.1029,1.5307,0.6463,0.2316,0.2193,0.4896,0.0913,0.0083
nankana sahib,2015,0.190096589,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.78285714,41.14428571,98.98142857,42.82857143,20.27428571,33.81142857,8.99,29.33714286,312.0,1.346153846,585.8,371.5777777777778,315.54037267080747,195.0,1.0,92.0,225.0397350993377,341.0,0.2161,0.3316,0.1154,0.977,0.716,0.2801,0.2762,0.6239,0.0803,0.0065
narowal,2015,0.26490455,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,29.12857143,44.13,98.40857143,48.39857143,19.75571429,32.87571429,9.407142857,18.539399809443083,404.0,0.712871287,585.8,371.5777777777778,315.54037267080747,248.48128342245988,8.0,504.0,225.0397350993377,622.0,0.2589,0.3273,0.0684,1.6047,0.6518,0.2967,0.2896,0.7997,0.0573,0.0033
okara,2015,0.174712512,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,30.04142857,36.69714286,99.29285714,37.90285714,21.11428571,34.54714286,9.331428571,20.32857143,507.0,1.402366864,585.8,371.5777777777778,315.54037267080747,248.48128342245988,13.0,244.9533333333333,225.0397350993377,411.93,0.2648,0.3742,0.1093,0.3559,0.7185,0.324,0.3152,0.5519,0.0842,0.0071
pakpattan,2015,0.161233727,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,30.04142857,36.69714286,99.40857143,35.93,21.54428571,35.15142857,9.711428571,16.82857143,381.0,1.362204724,585.8,371.5777777777778,315.54037267080747,220.0,45.0,608.0,225.0397350993377,411.93,0.2386,0.3769,0.1383,0.2267,0.7142,0.317,0.3009,0.7516,0.1033,0.0107
rahim yar khan,2015,0.081432979,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,30.34428571,25.41285714,100.1842857,29.71428571,23.37714286,37.15428571,11.34,11.87142857,803.0,1.277708593,585.8,371.5777777777778,206.7701863354037,248.48128342245988,409.0,244.9533333333333,225.0397350993377,411.93,0.2156,0.3119,0.0963,0.7611,0.6783,0.2693,0.2583,0.8244,0.0723,0.0052
rajanpur,2015,0.097928982,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,30.01857143,30.74571429,100.1571429,31.49857143,22.79,36.83857143,10.88714286,12.95142857,433.0,1.143187067,585.8,371.5777777777778,315.54037267080747,99.0,6.0,295.0,225.0397350993377,648.0,0.1434,0.2728,0.1294,0.3444,0.6404,0.2136,0.1926,0.7075,0.0997,0.0099
rawalpindi,2015,0.311043667,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,28.30714286,47.72571429,96.93410713375,47.96571429,17.76285714,30.22857143,7.958571429,22.24705714280333,274.0,0.653284672,585.8,371.5777777777778,315.54037267080747,446.7664055938294,256.4507462686567,51.0,225.0397350993377,84.0,0.3023,0.4013,0.099,0.3496,0.6924,0.3557,0.3481,0.5671,0.0723,0.0052
sahiwal,2015,0.168015718,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,30.04142857,36.69714286,99.40857143,35.93,21.54428571,35.15142857,9.711428571,16.82857143,375.0,1.232,585.8,371.5777777777778,315.54037267080747,234.0,23.0,635.3321734381334,225.0397350993377,723.7863634887032,0.2792,0.4037,0.1245,0.1216,0.7185,0.3477,0.335,0.6203,0.0929,0.0086
sargodha,2015,0.203435867,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.46428571,41.34142857,99.20714286,41.36571429,20.61,33.83714286,9.464285714,27.96428571,546.0,0.934065934,585.8,371.5777777777778,315.54037267080747,248.48128342245988,39.0,300.0,225.0397350993377,411.93,0.2268,0.3234,0.0967,2.0909,0.7336,0.2817,0.2718,0.9909,0.0788,0.0062
sheikhupura,2015,0.204123513,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.78285714,41.14428571,98.98142857,42.82857143,20.27428571,33.81142857,8.99,29.33714286,548.0,1.299270073,585.8,371.5777777777778,315.54037267080747,179.0,32.5,433.0,225.0397350993377,439.5,0.1937,0.2797,0.086,2.3276,0.6576,0.2473,0.2275,1.4033,0.0763,0.0058
sialkot,2015,0.25649379,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,29.12857143,44.13,98.26857143,46.85285714,19.96142857,33.33,10.23428571,18.539399809443083,522.0,0.69348659,585.8,371.5777777777778,315.54037267080747,183.0,1.0,231.0,225.0397350993377,315.0,0.2437,0.3143,0.0706,1.8616,0.6518,0.2831,0.277,0.9048,0.0567,0.0032
toba tek singh,2015,0.176743334,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.66571429,37.76142857,99.43285714,37.28,21.16857143,34.64,9.461428571,19.61285714,414.0,1.338164251,585.8,371.5777777777778,315.54037267080747,446.7664055938294,30.0,506.0,225.0397350993377,411.93,0.2282,0.3126,0.0844,1.2623,0.6818,0.2751,0.268,0.7678,0.0654,0.0043
vehari,2015,0.135974576,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,30.09142857,37.23142857,99.62,34.85285714,21.88142857,35.68571429,9.892857143,14.67285714,675.0,1.331851852,585.8,371.5777777777778,315.54037267080747,248.48128342245988,82.0,635.3321734381334,225.0397350993377,411.93,0.189,0.2779,0.0889,1.4531,0.6783,0.2395,0.2243,1.046,0.07,0.0049
attock,2016,0.312733065,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,28.40857143,45.44,96.93410713375,48.10714286,19.21285714,30.59285714,10.21857143,22.24705714280333,464.0,0.721982759,585.8,371.57777777777767,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,225.0397350993377,411.93,0.2175,0.3136,0.0961,0.2262,0.6482,0.2696,0.2639,0.4564,0.0706,0.005
bahawalnagar,2016,0.183940339,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,29.84142857,35.81285714,99.57714286,28.74,23.02571429,36.20857143,11.32142857,6.538571429,850.125,1.234460196,585.8,371.5777777777778,563.7701863354038,248.48128342245988,432.0,298.0,225.0397350993377,480.965,0.2056,0.2931,0.0875,0.6893,0.626,0.2542,0.245,0.7769,0.066,0.0044
bahawalpur,2016,0.106807335,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,29.90857143,32.84571429,99.81428571,28.40428571,23.20428571,36.45714286,11.61,6.21,742.0,1.305929919,585.8,371.5777777777778,315.54037267080747,248.48128342245988,231.0,198.0,225.0397350993377,411.93,0.1354,0.2025,0.0672,2.8124,0.6554,0.1756,0.1678,1.2453,0.055,0.003
bhakkar,2016,0.120767,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.54,37.40285714,99.33,33.11142857,21.87571429,35.06428571,11.24714286,11.81,446.0,0.923766816,585.8,371.5777777777778,315.54037267080747,29.0,256.4507462686567,68.0,225.0397350993377,411.93,0.1028,0.2289,0.1261,0.9071,0.6382,0.1776,0.1787,0.7387,0.0857,0.0074
chakwal,2016,0.292909235,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.51428571,41.00857143,96.93410713375,47.16142857,18.99714286,32.07,8.497142857,36.85142857,321.0,0.728971963,585.8,371.57777777777767,315.54037267080747,248.48128342245988,0.0,244.9533333333333,225.0397350993377,411.93,0.2019,0.2907,0.0887,3.6409,0.7049,0.254,0.2341,1.552,0.0736,0.0054
chiniot,2016,0.225409996,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,29.56285714,37.53571429,99.14285714,33.25142857,22.06285714,35.23285714,10.55857143,13.90857143,267.0,1.187265918,585.8,371.5777777777778,315.54037267080747,30.0,107.0,34.0,225.0397350993377,411.93,0.2526,0.3516,0.099,1.1194,0.6846,0.3087,0.2983,0.8366,0.0813,0.0066
dera ghazi khan,2016,0.147845755,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,28.03857143,33.05,98.40857143,26.83714286,22.88285714,36.41571429,12.25857143,6.62,472.0,1.118644068,585.8,371.5777777777778,174.77018633540374,127.0,78.5,124.97666666666665,225.0397350993377,321.46500000000003,0.1741,0.2864,0.1124,0.8839,0.662,0.2369,0.22,0.6667,0.0895,0.008
faisalabad,2016,0.226150351,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.75142857,40.57142857,99.14285714,33.25142857,22.06285714,35.23285714,10.55857143,13.90857143,743.0,1.271870794,585.8,371.5777777777778,315.54037267080747,248.48128342245988,117.0,71.0,225.0397350993377,723.7863634887032,0.2509,0.3318,0.0809,0.6414,0.622,0.2945,0.289,0.5502,0.0634,0.004
gujranwala,2016,0.276849983,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,29.27285714,42.57,98.84142857,37.38142857,21.56428571,34.96,10.20285714,17.81428571,557.0,1.197486535,585.8,371.5777777777778,315.54037267080747,248.48128342245988,25.0,64.0,225.0397350993377,411.93,0.1963,0.3034,0.1071,1.4488,0.786,0.256,0.2461,0.8606,0.0783,0.0061
gujrat,2016,0.294597007,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,29.27285714,42.57,98.20857143,40.00857143,21.64857143,34.37571429,11.49285714,28.79142857,375.0,0.685333333,585.8,371.5777777777779,315.54037267080747,213.0,1.0,9.0,225.0397350993377,411.93,0.2274,0.3048,0.0774,3.3535,0.7337,0.2733,0.2621,1.3154,0.0661,0.0044
hafizabad,2016,0.27535181,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,29.24857143,41.59714286,98.84142857,37.38142857,21.56428571,34.96,10.20285714,17.81428571,386.0,1.240932642,585.8,371.5777777777779,315.54037267080747,248.48128342245988,30.0,67.0,225.0397350993377,60.591506269107725,0.1941,0.3043,0.1102,1.2994,0.786,0.2552,0.2456,0.8174,0.0788,0.0062
jhang,2016,0.206126747,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,29.56285714,37.53571429,99.28714286,33.35857143,22.06857143,35.34428571,10.66142857,14.61,743.0,1.170928668,585.8,371.5777777777778,315.54037267080747,248.48128342245988,107.0,118.0,225.0397350993377,283.0,0.2365,0.3264,0.09,0.5819,0.6246,0.2855,0.2792,0.6062,0.0684,0.0047
jhelum,2016,0.296902253,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,29.24857143,41.59714286,96.93410713375,47.16142857,18.99714286,32.07,8.497142857,36.85142857,140.0,0.907142857,585.8,371.57777777777767,315.54037267080747,248.48128342245988,1.0,244.9533333333333,225.0397350993377,411.93,0.2001,0.2471,0.0469,6.9114,0.7013,0.2284,0.2203,1.7208,0.0422,0.0018
kasur,2016,0.238359229,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.72,40.78857143,98.93714286,31.68571429,22.39428571,35.27428571,10.87857143,10.37428571,409.0,1.171149144,585.8,371.5777777777778,315.54037267080747,64.0,112.0,165.0,225.0397350993377,317.0,0.1834,0.3109,0.1274,1.0986,0.827,0.2576,0.23,1.1528,0.0985,0.0097
khanewal,2016,0.180790404,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,29.84142857,35.81285714,99.48285714,29.94285714,22.75571429,36.06428571,11.12,8.12,505.0,1.300990099,585.8,371.5777777777778,315.54037267080747,248.48128342245988,133.0,156.0,225.0397350993377,411.93,0.2017,0.2835,0.0818,1.0869,0.5918,0.2482,0.2373,0.9373,0.0645,0.0042
khushab,2016,0.211611385,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,29.56285714,37.53571429,99.15571429,34.66571429,21.97285714,35.26857143,10.98142857,18.82857143,237.0,0.797468354,585.8,371.57777777777767,315.54037267080747,18.12422751919408,256.4507462686567,2.0,225.0397350993377,60.591506269107725,0.2051,0.2952,0.09,0.8927,0.6168,0.2524,0.2436,0.4238,0.0766,0.0059
lahore,2016,0.237238868,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.72,40.78857143,98.79714286,34.25428571,22.01857143,35.19571429,10.62857143,13.54571429,141.0,1.205673759,585.8,371.5777777777778,315.54037267080747,446.7664055938294,26.0,43.0,225.0397350993377,411.93,0.1936,0.3181,0.1245,0.273,0.6397,0.2629,0.2453,0.7772,0.0882,0.0078
layyah,2016,0.127067827,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.54,37.40285714,99.51714286,31.47142857,22.27285714,35.57285714,11.66857143,10.04142857,579.0,1.043177893,585.8,371.5777777777778,315.54037267080747,61.0,60.0,54.0,225.0397350993377,411.93,0.1473,0.2521,0.1048,0.8549,0.5798,0.2053,0.2068,0.3985,0.093,0.0087
lodhran,2016,0.176857041,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,29.90857143,32.84571429,99.75714286,29.20142857,22.99285714,36.57428571,11.25571429,7.302857143,502.0,1.370517928,585.8,371.5777777777778,315.54037267080747,248.48128342245988,77.0,57.0,225.0397350993377,311.0,0.1853,0.265,0.0797,1.468,0.6152,0.2323,0.2189,1.1283,0.0647,0.0042
mandi bahauddin,2016,0.268891188,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,29.24857143,41.59714286,98.51428571,40.99714286,21.28142857,34.60571429,10.61142857,25.45714286,367.0,1.040871935,585.8,371.5777777777778,234.97358192272355,248.48128342245988,141.2811131616016,172.1407295033438,216.2095365595724,393.2090355587779,0.2624,0.3511,0.0887,1.9908,0.786,0.3074,0.3085,0.4055,0.0753,0.0057
mianwali,2016,0.216729361,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.78714286,38.14714286,96.93410713375,39.53142857,19.96142857,33.26285714,9.055714286,22.33142857,429.0,0.825174825,585.8,371.5777777777779,315.54037267080747,32.0,256.4507462686567,51.0,225.0397350993377,411.93,0.1608,0.2352,0.0745,4.5498,0.6892,0.2046,0.1936,1.0543,0.077,0.0059
multan,2016,0.153627616,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,29.76,35.06,99.85285714,29.15714286,23.01571429,36.60857143,11.81857143,7.401428571,462.0,1.225108225,585.8,371.5777777777778,315.54037267080747,446.7664055938294,245.0,82.0,225.0397350993377,411.93,0.1834,0.2752,0.0917,0.6458,0.6152,0.2346,0.2243,0.7486,0.0719,0.0052
muzaffargarh,2016,0.128900586,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,29.76,35.06,99.85285714,29.15714286,23.01571429,36.60857143,11.81857143,7.401428571,751.0,1.16644474,585.8,371.5777777777778,315.54037267080747,191.0,301.0,100.0,225.0397350993377,606.0,0.1665,0.2719,0.1054,1.1143,0.6361,0.226,0.2106,0.6388,0.0915,0.0084
nankana sahib,2016,0.228656941,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.75142857,40.57142857,98.92714286,33.60428571,22.01,35.19571429,10.58857143,13.04,307.0,1.306188925,585.8,371.5777777777778,315.54037267080747,423.0,11.0,5.0,225.0397350993377,106.0,0.2123,0.3241,0.1118,0.6937,0.691,0.2747,0.2698,0.6285,0.0795,0.0063
narowal,2016,0.294945535,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,29.27285714,42.57,98.34714286,38.57142857,21.72285714,34.38857143,11.01285714,25.22571429,364.0,0.843406593,585.8,371.5777777777778,315.54037267080747,248.48128342245988,21.0,65.0,225.0397350993377,490.0,0.2026,0.2561,0.0535,3.2999,0.6099,0.2334,0.2266,1.1434,0.0466,0.0022
okara,2016,0.213170029,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,29.84428571,34.91571429,99.24428571,31.02,22.52,35.58571429,11.10571429,10.44428571,506.0,1.286561265,585.8,371.5777777777778,315.54037267080747,248.48128342245988,41.0,112.0,225.0397350993377,411.93,0.2547,0.3553,0.1005,0.2547,0.6263,0.3084,0.3022,0.4724,0.0757,0.0057
pakpattan,2016,0.194083901,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,29.84428571,34.91571429,99.36142857,29.72857143,22.81,35.85857143,11.36714286,7.935714286,401.0,1.3840399,585.8,371.5777777777778,315.54037267080747,446.7664055938294,77.0,63.0,225.0397350993377,411.93,0.2281,0.3603,0.1322,0.1221,0.711,0.3027,0.2909,0.6706,0.0972,0.0095
rahim yar khan,2016,0.100903438,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,30.05857143,26.80714286,100.1414286,25.98142857,24.31,37.5,9.555639202759387,4.391428571,764.0,1.329842932,585.8,371.5777777777778,206.7701863354037,248.48128342245988,590.5,332.97666666666663,225.0397350993377,411.93,0.2056,0.2931,0.0875,0.6893,0.626,0.2542,0.245,0.7769,0.066,0.0044
rajanpur,2016,0.122709985,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.57571429,30.91428571,100.1114286,27.07285714,23.75285714,37.38428571,12.37,5.838571429,429.0,1.244755245,585.8,371.5777777777778,315.54037267080747,344.0,33.0,6.0,225.0397350993377,469.0,0.1344,0.2659,0.1315,0.2402,0.662,0.2071,0.1808,0.8257,0.1009,0.0102
rawalpindi,2016,0.1824606910944444,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,28.40857143,45.44,96.93410713375,48.80857143,18.55714286,30.91285714,8.691428571,18.539399809443083,272.0,0.676470588,585.8,371.5777777777778,315.54037267080747,248.48128342245988,9.0,13.0,225.0397350993377,411.93,0.2479,0.3392,0.0914,0.5961,0.6204,0.2987,0.289,0.745,0.0669,0.0045
sahiwal,2016,0.203876569,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.84428571,34.91571429,99.36142857,29.72857143,22.81,35.85857143,11.36714286,7.935714286,387.0,1.26873385,585.8,371.5777777777778,315.54037267080747,446.7664055938294,105.0,183.0,225.0397350993377,690.0,0.2664,0.3765,0.1102,0.3578,0.711,0.3269,0.3163,0.6394,0.0846,0.0072
sargodha,2016,0.23580122,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.51428571,41.00857143,99.15571429,34.66571429,21.97285714,35.26857143,10.98142857,18.82857143,535.0,1.007476636,585.8,371.5777777777778,315.54037267080747,248.48128342245988,94.0,57.0,225.0397350993377,411.93,0.23,0.3313,0.1013,1.2337,0.7122,0.2867,0.2786,0.827,0.0787,0.0062
sheikhupura,2016,0.246598463,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.75142857,40.57142857,98.92714286,33.60428571,22.01,35.19571429,10.58857143,13.04,541.0,1.164510166,585.8,371.5777777777778,267.0095035447218,328.0386899477704,207.1751082284424,178.3813341204366,207.6500065072612,240.60890922504603,0.1881,0.2815,0.0934,1.5173,0.6397,0.2435,0.2262,1.154,0.0758,0.0057
sialkot,2016,0.294561552,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,29.27285714,42.57,98.20857143,40.00857143,21.64857143,34.37571429,11.49285714,28.79142857,509.0,0.990176817,585.8,371.5777777777778,315.54037267080747,148.0,11.0,45.0,225.0397350993377,73.0,0.2021,0.2602,0.0581,4.8228,0.683,0.2372,0.228,1.6046,0.0533,0.0028
toba tek singh,2016,0.215521906,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.56285714,37.53571429,99.38428571,31.23428571,22.48857143,35.74,11.03857143,10.80142857,417.0,1.366906475,585.8,371.5777777777778,315.54037267080747,288.0,179.0,10.0,225.0397350993377,411.93,0.2224,0.3058,0.0834,1.3856,0.6374,0.2691,0.262,0.8616,0.0655,0.0043
vehari,2016,0.162889468,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.84142857,35.81285714,99.57714286,28.74,23.02571429,36.20857143,11.32142857,6.538571429,669.0,1.324364723,585.8,371.5777777777778,315.54037267080747,248.48128342245988,220.0,160.0,225.0397350993377,411.93,0.1805,0.2643,0.0839,1.4598,0.626,0.2282,0.215,1.0361,0.0666,0.0044
